Lp,Alternatives,Correlation,Methods
408,50,0.7602674010780783,DARIA-TOPSIS/DARIA-VIKOR
409,50,0.2292352235011652,DARIA-TOPSIS/AVG TOPSIS
410,50,0.42637949297366007,DARIA-VIKOR/AVG VIKOR
411,50,0.9318390885766071,AVG TOPSIS/AVG VIKOR
412,100,0.7862820341440084,DARIA-TOPSIS/DARIA-VIKOR
413,100,0.19727085579845116,DARIA-TOPSIS/AVG TOPSIS
414,100,0.21738486719959127,DARIA-VIKOR/AVG VIKOR
415,100,0.8896211601358156,AVG TOPSIS/AVG VIKOR
416,200,0.8125327536173479,DARIA-TOPSIS/DARIA-VIKOR
417,200,0.25610905944290396,DARIA-TOPSIS/AVG TOPSIS
418,200,0.26172133407812803,DARIA-VIKOR/AVG VIKOR
419,200,0.8639133067878936,AVG TOPSIS/AVG VIKOR
420,10,0.5801652892561984,DARIA-TOPSIS/DARIA-VIKOR
421,10,0.20550964187327825,DARIA-TOPSIS/AVG TOPSIS
422,10,0.45123966942148763,DARIA-VIKOR/AVG VIKOR
423,10,0.9460055096418732,AVG TOPSIS/AVG VIKOR
424,30,0.7766120061717321,DARIA-TOPSIS/DARIA-VIKOR
425,30,0.31818149198033663,DARIA-TOPSIS/AVG TOPSIS
426,30,0.2964943126771682,DARIA-VIKOR/AVG VIKOR
427,30,0.8484480964512541,AVG TOPSIS/AVG VIKOR
428,50,0.8597726149283242,DARIA-TOPSIS/DARIA-VIKOR
429,50,0.1267641174116706,DARIA-TOPSIS/AVG TOPSIS
430,50,0.21843184332556553,DARIA-VIKOR/AVG VIKOR
431,50,0.8097366005225619,AVG TOPSIS/AVG VIKOR
432,100,0.8297115256080063,DARIA-TOPSIS/DARIA-VIKOR
433,100,0.25241981623904963,DARIA-TOPSIS/AVG TOPSIS
434,100,0.35032738917456097,DARIA-VIKOR/AVG VIKOR
435,100,0.8959669432289764,AVG TOPSIS/AVG VIKOR
436,200,0.8914939515278927,DARIA-TOPSIS/DARIA-VIKOR
437,200,0.21646382950618537,DARIA-TOPSIS/AVG TOPSIS
438,200,0.03895622763703421,DARIA-VIKOR/AVG VIKOR
439,200,0.8331340373061565,AVG TOPSIS/AVG VIKOR
440,10,0.846831955922865,DARIA-TOPSIS/DARIA-VIKOR
441,10,0.3994490358126722,DARIA-TOPSIS/AVG TOPSIS
442,10,0.3146005509641874,DARIA-VIKOR/AVG VIKOR
443,10,0.7663911845730027,AVG TOPSIS/AVG VIKOR
444,30,0.8455631705479206,DARIA-TOPSIS/DARIA-VIKOR
445,30,0.17875775951774375,DARIA-TOPSIS/AVG TOPSIS
446,30,0.30438838853206074,DARIA-VIKOR/AVG VIKOR
447,30,0.8144748645448348,AVG TOPSIS/AVG VIKOR
448,50,0.9039747663771391,DARIA-TOPSIS/DARIA-VIKOR
449,50,0.24907751335828454,DARIA-TOPSIS/AVG TOPSIS
450,50,0.15907257020455245,DARIA-VIKOR/AVG VIKOR
451,50,0.8563698420544689,AVG TOPSIS/AVG VIKOR
452,100,0.8075462595764527,DARIA-TOPSIS/DARIA-VIKOR
453,100,0.1508172995517374,DARIA-TOPSIS/AVG TOPSIS
454,100,0.18168153449008262,DARIA-VIKOR/AVG VIKOR
455,100,0.9147187590046133,AVG TOPSIS/AVG VIKOR
456,200,0.791713516718515,DARIA-TOPSIS/DARIA-VIKOR
457,200,0.20051305760255944,DARIA-TOPSIS/AVG TOPSIS
458,200,0.17188819272720623,DARIA-VIKOR/AVG VIKOR
459,200,0.8504407311675329,AVG TOPSIS/AVG VIKOR
460,10,0.7652892561983471,DARIA-TOPSIS/DARIA-VIKOR
461,10,0.7157024793388429,DARIA-TOPSIS/AVG TOPSIS
462,10,0.6694214876033058,DARIA-VIKOR/AVG VIKOR
463,10,0.8027548209366391,AVG TOPSIS/AVG VIKOR
464,30,0.8023610463238724,DARIA-TOPSIS/DARIA-VIKOR
465,30,0.025971509562596418,DARIA-TOPSIS/AVG TOPSIS
466,30,0.12919731601420936,DARIA-VIKOR/AVG VIKOR
467,30,0.8773978255409236,AVG TOPSIS/AVG VIKOR
468,50,0.85326459995763,DARIA-TOPSIS/DARIA-VIKOR
469,50,0.21849963514817694,DARIA-TOPSIS/AVG TOPSIS
470,50,0.31810841983852367,DARIA-VIKOR/AVG VIKOR
471,50,0.9311649365628605,AVG TOPSIS/AVG VIKOR
472,100,0.8740847154022333,DARIA-TOPSIS/DARIA-VIKOR
473,100,0.1873393279922052,DARIA-TOPSIS/AVG TOPSIS
474,100,0.11194826413334402,DARIA-VIKOR/AVG VIKOR
475,100,0.8802223192616292,AVG TOPSIS/AVG VIKOR
476,200,0.8359967805165278,DARIA-TOPSIS/DARIA-VIKOR
477,200,0.19118261538628023,DARIA-TOPSIS/AVG TOPSIS
478,200,0.21166703794460529,DARIA-VIKOR/AVG VIKOR
479,200,0.8939612296277556,AVG TOPSIS/AVG VIKOR
480,10,0.7674931129476584,DARIA-TOPSIS/DARIA-VIKOR
481,10,0.7851239669421488,DARIA-TOPSIS/AVG TOPSIS
482,10,0.6242424242424243,DARIA-VIKOR/AVG VIKOR
483,10,0.8986225895316804,AVG TOPSIS/AVG VIKOR
484,30,0.7831138541031253,DARIA-TOPSIS/DARIA-VIKOR
485,30,0.25728228497613836,DARIA-TOPSIS/AVG TOPSIS
486,30,0.33513222577056945,DARIA-VIKOR/AVG VIKOR
487,30,0.9319387132656356,AVG TOPSIS/AVG VIKOR
488,50,0.9022178283077937,DARIA-TOPSIS/DARIA-VIKOR
489,50,0.3442986606407269,DARIA-TOPSIS/AVG TOPSIS
490,50,0.24017230421580393,DARIA-VIKOR/AVG VIKOR
491,50,0.8302737565614481,AVG TOPSIS/AVG VIKOR
492,100,0.7906760180968592,DARIA-TOPSIS/DARIA-VIKOR
493,100,0.2236313136264122,DARIA-TOPSIS/AVG TOPSIS
494,100,0.1597201700368056,DARIA-VIKOR/AVG VIKOR
495,100,0.8982556077389917,AVG TOPSIS/AVG VIKOR
496,200,0.8224170753522569,DARIA-TOPSIS/DARIA-VIKOR
497,200,0.27790807456753586,DARIA-TOPSIS/AVG TOPSIS
498,200,0.1088889759557422,DARIA-VIKOR/AVG VIKOR
499,200,0.850982282019737,AVG TOPSIS/AVG VIKOR
500,10,0.9823691460055096,DARIA-TOPSIS/DARIA-VIKOR
501,10,0.054545454545454564,DARIA-TOPSIS/AVG TOPSIS
502,10,-0.2088154269972451,DARIA-VIKOR/AVG VIKOR
503,10,0.7542699724517906,AVG TOPSIS/AVG VIKOR
504,30,0.8697333955290825,DARIA-TOPSIS/DARIA-VIKOR
505,30,0.014474864544834709,DARIA-TOPSIS/AVG TOPSIS
506,30,0.14581793390505582,DARIA-VIKOR/AVG VIKOR
507,30,0.9203559510567297,AVG TOPSIS/AVG VIKOR
508,50,0.8672504295835981,DARIA-TOPSIS/DARIA-VIKOR
509,50,0.37331356071840505,DARIA-TOPSIS/AVG TOPSIS
510,50,0.3137772756161288,DARIA-VIKOR/AVG VIKOR
511,50,0.9313796106677965,AVG TOPSIS/AVG VIKOR
512,100,0.8053789141290366,DARIA-TOPSIS/DARIA-VIKOR
513,100,0.19018254300677595,DARIA-TOPSIS/AVG TOPSIS
514,100,0.21693630749213533,DARIA-VIKOR/AVG VIKOR
515,100,0.8898592829579988,AVG TOPSIS/AVG VIKOR
516,200,0.8779631207198091,DARIA-TOPSIS/DARIA-VIKOR
517,200,0.15294465197450835,DARIA-TOPSIS/AVG TOPSIS
518,200,0.10965253982095824,DARIA-VIKOR/AVG VIKOR
519,200,0.9268956723918098,AVG TOPSIS/AVG VIKOR
520,10,0.9283746556473829,DARIA-TOPSIS/DARIA-VIKOR
521,10,0.06556473829201104,DARIA-TOPSIS/AVG TOPSIS
522,10,-0.05454545454545445,DARIA-VIKOR/AVG VIKOR
523,10,0.78732782369146,AVG TOPSIS/AVG VIKOR
524,30,0.7404858444867057,DARIA-TOPSIS/DARIA-VIKOR
525,30,0.1468226344684057,DARIA-TOPSIS/AVG TOPSIS
526,30,0.11085435430047719,DARIA-VIKOR/AVG VIKOR
527,30,0.9229681725214396,AVG TOPSIS/AVG VIKOR
528,50,0.8547503707365299,DARIA-TOPSIS/DARIA-VIKOR
529,50,-0.0015224913494809034,DARIA-TOPSIS/AVG TOPSIS
530,50,-0.009041734340795138,DARIA-VIKOR/AVG VIKOR
531,50,0.906304168726314,AVG TOPSIS/AVG VIKOR
532,100,0.7439495236652378,DARIA-TOPSIS/DARIA-VIKOR
533,100,0.07733739710604726,DARIA-TOPSIS/AVG TOPSIS
534,100,0.12362970950560404,DARIA-VIKOR/AVG VIKOR
535,100,0.9225163308410049,AVG TOPSIS/AVG VIKOR
536,200,0.851686456340513,DARIA-TOPSIS/DARIA-VIKOR
537,200,0.3000434488474152,DARIA-TOPSIS/AVG TOPSIS
538,200,0.16999903355792845,DARIA-VIKOR/AVG VIKOR
539,200,0.8265651342776107,AVG TOPSIS/AVG VIKOR
540,10,0.7168044077134986,DARIA-TOPSIS/DARIA-VIKOR
541,10,0.4225895316804408,DARIA-TOPSIS/AVG TOPSIS
542,10,0.18457300275482091,DARIA-VIKOR/AVG VIKOR
543,10,0.9382920110192837,AVG TOPSIS/AVG VIKOR
544,30,0.8836413218988841,DARIA-TOPSIS/DARIA-VIKOR
545,30,0.12875237719329724,DARIA-TOPSIS/AVG TOPSIS
546,30,0.1350963436075927,DARIA-VIKOR/AVG VIKOR
547,30,0.9464781657038286,AVG TOPSIS/AVG VIKOR
548,50,0.8167285737824541,DARIA-TOPSIS/DARIA-VIKOR
549,50,0.35053174210860816,DARIA-TOPSIS/AVG TOPSIS
550,50,0.28534613845538215,DARIA-VIKOR/AVG VIKOR
551,50,0.9323494103523763,AVG TOPSIS/AVG VIKOR
552,100,0.8689527170538835,DARIA-TOPSIS/DARIA-VIKOR
553,100,0.3196722840600892,DARIA-TOPSIS/AVG TOPSIS
554,100,0.33894680557164625,DARIA-VIKOR/AVG VIKOR
555,100,0.9176559636161636,AVG TOPSIS/AVG VIKOR
556,200,0.865760838050802,DARIA-TOPSIS/DARIA-VIKOR
557,200,0.12015136199300502,DARIA-TOPSIS/AVG TOPSIS
558,200,0.11167554561998383,DARIA-VIKOR/AVG VIKOR
559,200,0.90362006065077,AVG TOPSIS/AVG VIKOR
560,10,0.4413223140495868,DARIA-TOPSIS/DARIA-VIKOR
561,10,0.0699724517906336,DARIA-TOPSIS/AVG TOPSIS
562,10,-0.0567493112947659,DARIA-VIKOR/AVG VIKOR
563,10,0.9349862258953168,AVG TOPSIS/AVG VIKOR
564,30,0.9175858480749219,DARIA-TOPSIS/DARIA-VIKOR
565,30,0.2326671211740644,DARIA-TOPSIS/AVG TOPSIS
566,30,0.10014711686820477,DARIA-VIKOR/AVG VIKOR
567,30,0.9270443862356023,AVG TOPSIS/AVG VIKOR
568,50,0.868472565496787,DARIA-TOPSIS/DARIA-VIKOR
569,50,0.2089560530094391,DARIA-TOPSIS/AVG TOPSIS
570,50,0.2060617188051691,DARIA-VIKOR/AVG VIKOR
571,50,0.9082343525645552,AVG TOPSIS/AVG VIKOR
572,100,0.8655668339111139,DARIA-TOPSIS/DARIA-VIKOR
573,100,0.1741681890961373,DARIA-TOPSIS/AVG TOPSIS
574,100,0.18270365650426423,DARIA-VIKOR/AVG VIKOR
575,100,0.9116399164668942,AVG TOPSIS/AVG VIKOR
576,200,0.7826330509008994,DARIA-TOPSIS/DARIA-VIKOR
577,200,0.22300553782501276,DARIA-TOPSIS/AVG TOPSIS
578,200,0.2896957573193061,DARIA-VIKOR/AVG VIKOR
579,200,0.8864001152267613,AVG TOPSIS/AVG VIKOR
580,10,0.8104683195592286,DARIA-TOPSIS/DARIA-VIKOR
581,10,0.4611570247933884,DARIA-TOPSIS/AVG TOPSIS
582,10,-0.02148760330578514,DARIA-VIKOR/AVG VIKOR
583,10,0.996694214876033,AVG TOPSIS/AVG VIKOR
584,30,0.838874735369048,DARIA-TOPSIS/DARIA-VIKOR
585,30,0.14141160429150668,DARIA-TOPSIS/AVG TOPSIS
586,30,0.10020452832896765,DARIA-VIKOR/AVG VIKOR
587,30,0.8980228928199792,AVG TOPSIS/AVG VIKOR
588,50,0.9003893322034696,DARIA-TOPSIS/DARIA-VIKOR
589,50,0.14690205493962294,DARIA-TOPSIS/AVG TOPSIS
590,50,0.08094814396346772,DARIA-VIKOR/AVG VIKOR
591,50,0.8872697314219805,AVG TOPSIS/AVG VIKOR
592,100,0.8785907501641254,DARIA-TOPSIS/DARIA-VIKOR
593,100,0.18002596299233886,DARIA-TOPSIS/AVG TOPSIS
594,100,0.1401361126211631,DARIA-VIKOR/AVG VIKOR
595,100,0.8886030781295952,AVG TOPSIS/AVG VIKOR
596,200,0.8099068745375351,DARIA-TOPSIS/DARIA-VIKOR
597,200,0.15434494071307003,DARIA-TOPSIS/AVG TOPSIS
598,200,0.14652919308057333,DARIA-VIKOR/AVG VIKOR
599,200,0.9086892470819233,AVG TOPSIS/AVG VIKOR
600,10,0.7476584022038568,DARIA-TOPSIS/DARIA-VIKOR
601,10,-0.2727272727272727,DARIA-TOPSIS/AVG TOPSIS
602,10,-0.15702479338842967,DARIA-VIKOR/AVG VIKOR
603,10,0.5955922865013774,AVG TOPSIS/AVG VIKOR
604,30,0.8278804406329614,DARIA-TOPSIS/DARIA-VIKOR
605,30,0.02845455524058993,DARIA-TOPSIS/AVG TOPSIS
606,30,0.10923248053392653,DARIA-VIKOR/AVG VIKOR
607,30,0.9489612113818221,AVG TOPSIS/AVG VIKOR
608,50,0.6723734199562178,DARIA-TOPSIS/DARIA-VIKOR
609,50,-0.028590259633265003,DARIA-TOPSIS/AVG TOPSIS
610,50,-0.005757597156509586,DARIA-VIKOR/AVG VIKOR
611,50,0.8653127133206224,AVG TOPSIS/AVG VIKOR
612,100,0.8733938740408694,DARIA-TOPSIS/DARIA-VIKOR
613,100,0.11567612206765232,DARIA-TOPSIS/AVG TOPSIS
614,100,0.01459084522313614,DARIA-VIKOR/AVG VIKOR
615,100,0.9213923768614485,AVG TOPSIS/AVG VIKOR
616,200,0.7891311685777219,DARIA-TOPSIS/DARIA-VIKOR
617,200,0.13648002394089698,DARIA-TOPSIS/AVG TOPSIS
618,200,0.17483266932419583,DARIA-VIKOR/AVG VIKOR
619,200,0.8569183408689695,AVG TOPSIS/AVG VIKOR
620,10,0.9570247933884297,DARIA-TOPSIS/DARIA-VIKOR
621,10,-0.0567493112947659,DARIA-TOPSIS/AVG TOPSIS
622,10,-0.28264462809917346,DARIA-VIKOR/AVG VIKOR
623,10,0.9228650137741047,AVG TOPSIS/AVG VIKOR
624,30,0.753403423158348,DARIA-TOPSIS/DARIA-VIKOR
625,30,0.5294556675876422,DARIA-TOPSIS/AVG TOPSIS
626,30,0.1706196849546091,DARIA-VIKOR/AVG VIKOR
627,30,0.8765940650902436,AVG TOPSIS/AVG VIKOR
628,50,0.7113518348515877,DARIA-TOPSIS/DARIA-VIKOR
629,50,0.2692436974789916,DARIA-TOPSIS/AVG TOPSIS
630,50,0.19467834192500533,DARIA-VIKOR/AVG VIKOR
631,50,0.900732057528894,AVG TOPSIS/AVG VIKOR
632,100,0.8824090329825062,DARIA-TOPSIS/DARIA-VIKOR
633,100,0.33729456113928225,DARIA-TOPSIS/AVG TOPSIS
634,100,0.32524678210395297,DARIA-VIKOR/AVG VIKOR
635,100,0.8736619404514709,AVG TOPSIS/AVG VIKOR
636,200,0.8376503815580464,DARIA-TOPSIS/DARIA-VIKOR
637,200,0.3150247711416666,DARIA-TOPSIS/AVG TOPSIS
638,200,0.23059780225848925,DARIA-VIKOR/AVG VIKOR
639,200,0.876787195799298,AVG TOPSIS/AVG VIKOR
640,10,0.6771349862258953,DARIA-TOPSIS/DARIA-VIKOR
641,10,-0.16804407713498626,DARIA-TOPSIS/AVG TOPSIS
642,10,0.07658402203856751,DARIA-VIKOR/AVG VIKOR
643,10,0.9074380165289256,AVG TOPSIS/AVG VIKOR
644,30,0.836721805590441,DARIA-TOPSIS/DARIA-VIKOR
645,30,0.21225734687286946,DARIA-TOPSIS/AVG TOPSIS
646,30,0.3182676091714809,DARIA-VIKOR/AVG VIKOR
647,30,0.9110840001435286,AVG TOPSIS/AVG VIKOR
648,50,0.8802400960384154,DARIA-TOPSIS/DARIA-VIKOR
649,50,0.19407009862768632,DARIA-TOPSIS/AVG TOPSIS
650,50,0.12042369889132121,DARIA-VIKOR/AVG VIKOR
651,50,0.868235294117647,AVG TOPSIS/AVG VIKOR
652,100,0.8736184509540063,DARIA-TOPSIS/DARIA-VIKOR
653,100,0.19484388042764678,DARIA-TOPSIS/AVG TOPSIS
654,100,0.06773263464960355,DARIA-VIKOR/AVG VIKOR
655,100,0.877308285283974,AVG TOPSIS/AVG VIKOR
656,200,0.7776671431711166,DARIA-TOPSIS/DARIA-VIKOR
657,200,0.21818701437685195,DARIA-TOPSIS/AVG TOPSIS
658,200,0.25736594907410004,DARIA-VIKOR/AVG VIKOR
659,200,0.9144955191043955,AVG TOPSIS/AVG VIKOR
660,10,0.9636363636363636,DARIA-TOPSIS/DARIA-VIKOR
661,10,0.1393939393939394,DARIA-TOPSIS/AVG TOPSIS
662,10,0.23746556473829206,DARIA-VIKOR/AVG VIKOR
663,10,0.9768595041322314,AVG TOPSIS/AVG VIKOR
664,30,0.780573396964369,DARIA-TOPSIS/DARIA-VIKOR
665,30,0.4250242204600093,DARIA-TOPSIS/AVG TOPSIS
666,30,0.12955613764397722,DARIA-VIKOR/AVG VIKOR
667,30,0.7870752448957623,AVG TOPSIS/AVG VIKOR
668,50,0.7066836146223194,DARIA-TOPSIS/DARIA-VIKOR
669,50,0.1396426806016524,DARIA-TOPSIS/AVG TOPSIS
670,50,0.19160699573947226,DARIA-VIKOR/AVG VIKOR
671,50,0.9284607960831391,AVG TOPSIS/AVG VIKOR
672,100,0.7960463769149192,DARIA-TOPSIS/DARIA-VIKOR
673,100,0.12988851360383558,DARIA-TOPSIS/AVG TOPSIS
674,100,0.12160661610715529,DARIA-VIKOR/AVG VIKOR
675,100,0.9080340905377666,AVG TOPSIS/AVG VIKOR
676,200,0.8767158731207086,DARIA-TOPSIS/DARIA-VIKOR
677,200,0.22677505743613735,DARIA-TOPSIS/AVG TOPSIS
678,200,0.2924806329113452,DARIA-VIKOR/AVG VIKOR
679,200,0.8903186460258521,AVG TOPSIS/AVG VIKOR
680,10,0.9294765840220386,DARIA-TOPSIS/DARIA-VIKOR
681,10,-0.20220385674931118,DARIA-TOPSIS/AVG TOPSIS
682,10,0.17355371900826444,DARIA-VIKOR/AVG VIKOR
683,10,0.7851239669421488,AVG TOPSIS/AVG VIKOR
684,30,0.7108471778678819,DARIA-TOPSIS/DARIA-VIKOR
685,30,0.12500627937852093,DARIA-TOPSIS/AVG TOPSIS
686,30,0.13002978219527073,DARIA-VIKOR/AVG VIKOR
687,30,0.850457497577954,AVG TOPSIS/AVG VIKOR
688,50,0.8560421815785138,DARIA-TOPSIS/DARIA-VIKOR
689,50,0.16046795188663698,DARIA-TOPSIS/AVG TOPSIS
690,50,0.05968787515006002,DARIA-VIKOR/AVG VIKOR
691,50,0.9249977638114069,AVG TOPSIS/AVG VIKOR
692,100,0.8447624564436642,DARIA-TOPSIS/DARIA-VIKOR
693,100,0.16454322659988774,DARIA-TOPSIS/AVG TOPSIS
694,100,0.1807091996328346,DARIA-VIKOR/AVG VIKOR
695,100,0.9077807582738472,AVG TOPSIS/AVG VIKOR
696,200,0.7765951462219391,DARIA-TOPSIS/DARIA-VIKOR
697,200,0.2305523011209608,DARIA-TOPSIS/AVG TOPSIS
698,200,0.17564056265585748,DARIA-VIKOR/AVG VIKOR
699,200,0.8374291073694753,AVG TOPSIS/AVG VIKOR
700,10,0.9206611570247933,DARIA-TOPSIS/DARIA-VIKOR
701,10,0.1702479338842975,DARIA-TOPSIS/AVG TOPSIS
702,10,0.3983471074380165,DARIA-VIKOR/AVG VIKOR
703,10,0.9493112947658402,AVG TOPSIS/AVG VIKOR
704,30,0.9197961893142919,DARIA-TOPSIS/DARIA-VIKOR
705,30,0.5466934586816894,DARIA-TOPSIS/AVG TOPSIS
706,30,0.6211704761563027,DARIA-VIKOR/AVG VIKOR
707,30,0.8272776202949514,AVG TOPSIS/AVG VIKOR
708,50,0.7605348021561565,DARIA-TOPSIS/DARIA-VIKOR
709,50,0.03774592189817105,DARIA-TOPSIS/AVG TOPSIS
710,50,0.21105571640420873,DARIA-VIKOR/AVG VIKOR
711,50,0.9091646070192783,AVG TOPSIS/AVG VIKOR
712,100,0.7711946244129364,DARIA-TOPSIS/DARIA-VIKOR
713,100,0.10401879791939594,DARIA-TOPSIS/AVG TOPSIS
714,100,0.16771784109103982,DARIA-VIKOR/AVG VIKOR
715,100,0.8960012832966465,AVG TOPSIS/AVG VIKOR
716,200,0.8590143037158018,DARIA-TOPSIS/DARIA-VIKOR
717,200,0.23034484071057004,DARIA-TOPSIS/AVG TOPSIS
718,200,0.15248002095574775,DARIA-VIKOR/AVG VIKOR
719,200,0.8638480215736737,AVG TOPSIS/AVG VIKOR
720,10,0.656198347107438,DARIA-TOPSIS/DARIA-VIKOR
721,10,0.0699724517906336,DARIA-TOPSIS/AVG TOPSIS
722,10,-0.14049586776859502,DARIA-VIKOR/AVG VIKOR
723,10,0.9195592286501377,AVG TOPSIS/AVG VIKOR
724,30,0.778621407298432,DARIA-TOPSIS/DARIA-VIKOR
725,30,0.2166636764864186,DARIA-TOPSIS/AVG TOPSIS
726,30,0.022856937816211564,DARIA-VIKOR/AVG VIKOR
727,30,0.919638307797194,AVG TOPSIS/AVG VIKOR
728,50,0.791355601063955,DARIA-TOPSIS/DARIA-VIKOR
729,50,0.39412941647247135,DARIA-TOPSIS/AVG TOPSIS
730,50,0.3969088811995386,DARIA-VIKOR/AVG VIKOR
731,50,0.9520843631570275,AVG TOPSIS/AVG VIKOR
732,100,0.8686390223180733,DARIA-TOPSIS/DARIA-VIKOR
733,100,0.19478625090231794,DARIA-TOPSIS/AVG TOPSIS
734,100,0.19543883101181403,DARIA-VIKOR/AVG VIKOR
735,100,0.852641541381861,AVG TOPSIS/AVG VIKOR
736,200,0.8655702959738173,DARIA-TOPSIS/DARIA-VIKOR
737,200,0.24604407647504623,DARIA-TOPSIS/AVG TOPSIS
738,200,0.31345338111064713,DARIA-VIKOR/AVG VIKOR
739,200,0.8755290225539221,AVG TOPSIS/AVG VIKOR
740,10,0.793939393939394,DARIA-TOPSIS/DARIA-VIKOR
741,10,-0.17355371900826455,DARIA-TOPSIS/AVG TOPSIS
742,10,0.07988980716253447,DARIA-VIKOR/AVG VIKOR
743,10,0.9878787878787879,AVG TOPSIS/AVG VIKOR
744,30,0.9022713409164305,DARIA-TOPSIS/DARIA-VIKOR
745,30,0.034611934407406064,DARIA-TOPSIS/AVG TOPSIS
746,30,0.030277369119810493,DARIA-VIKOR/AVG VIKOR
747,30,0.8979224227636442,AVG TOPSIS/AVG VIKOR
748,50,0.8116291222371301,DARIA-TOPSIS/DARIA-VIKOR
749,50,0.05537744509568532,DARIA-TOPSIS/AVG TOPSIS
750,50,0.028428312501471154,DARIA-VIKOR/AVG VIKOR
751,50,0.8882790763364169,AVG TOPSIS/AVG VIKOR
752,100,0.7128043893498262,DARIA-TOPSIS/DARIA-VIKOR
753,100,0.3059499217248457,DARIA-TOPSIS/AVG TOPSIS
754,100,0.1728114593637582,DARIA-VIKOR/AVG VIKOR
755,100,0.8999312604527779,AVG TOPSIS/AVG VIKOR
756,200,0.8327327436917267,DARIA-TOPSIS/DARIA-VIKOR
757,200,0.27783701308950637,DARIA-TOPSIS/AVG TOPSIS
758,200,0.23866892194692924,DARIA-VIKOR/AVG VIKOR
759,200,0.9098307606943905,AVG TOPSIS/AVG VIKOR
760,10,0.8413223140495868,DARIA-TOPSIS/DARIA-VIKOR
761,10,0.05564738292011018,DARIA-TOPSIS/AVG TOPSIS
762,10,-0.2771349862258954,DARIA-VIKOR/AVG VIKOR
763,10,0.9206611570247933,AVG TOPSIS/AVG VIKOR
764,30,0.8145035702752161,DARIA-TOPSIS/DARIA-VIKOR
765,30,0.3452079371344504,DARIA-TOPSIS/AVG TOPSIS
766,30,0.3300369586278661,DARIA-VIKOR/AVG VIKOR
767,30,0.8715275036779218,AVG TOPSIS/AVG VIKOR
768,50,0.8151825436056775,DARIA-TOPSIS/DARIA-VIKOR
769,50,0.2884306663842008,DARIA-TOPSIS/AVG TOPSIS
770,50,0.2737744509568534,DARIA-VIKOR/AVG VIKOR
771,50,0.9487644469552526,AVG TOPSIS/AVG VIKOR
772,100,0.8236664854604272,DARIA-TOPSIS/DARIA-VIKOR
773,100,0.3334305311719291,DARIA-TOPSIS/AVG TOPSIS
774,100,0.19175184845217197,DARIA-VIKOR/AVG VIKOR
775,100,0.8670631815656813,AVG TOPSIS/AVG VIKOR
776,200,0.8502603460608903,DARIA-TOPSIS/DARIA-VIKOR
777,200,0.25156976685611165,DARIA-TOPSIS/AVG TOPSIS
778,200,0.26266704428804755,DARIA-VIKOR/AVG VIKOR
779,200,0.9048965179353364,AVG TOPSIS/AVG VIKOR
780,10,0.9393939393939394,DARIA-TOPSIS/DARIA-VIKOR
781,10,-0.17355371900826455,DARIA-TOPSIS/AVG TOPSIS
782,10,-0.20440771349862263,DARIA-VIKOR/AVG VIKOR
783,10,0.9173553719008265,AVG TOPSIS/AVG VIKOR
784,30,0.9016828734436112,DARIA-TOPSIS/DARIA-VIKOR
785,30,0.10621837884387675,DARIA-TOPSIS/AVG TOPSIS
786,30,-0.006724317341849417,DARIA-VIKOR/AVG VIKOR
787,30,0.9284796727546737,AVG TOPSIS/AVG VIKOR
788,50,0.8242026222253607,DARIA-TOPSIS/DARIA-VIKOR
789,50,0.3423364639973636,DARIA-TOPSIS/AVG TOPSIS
790,50,0.3158260951439399,DARIA-VIKOR/AVG VIKOR
791,50,0.8703406068309677,AVG TOPSIS/AVG VIKOR
792,100,0.8195514997044259,DARIA-TOPSIS/DARIA-VIKOR
793,100,0.15584984240998356,DARIA-TOPSIS/AVG TOPSIS
794,100,0.1215956843209074,DARIA-VIKOR/AVG VIKOR
795,100,0.8979640142232045,AVG TOPSIS/AVG VIKOR
796,200,0.861323361442245,DARIA-TOPSIS/DARIA-VIKOR
797,200,0.17511905708090458,DARIA-TOPSIS/AVG TOPSIS
798,200,0.050792366824095936,DARIA-VIKOR/AVG VIKOR
799,200,0.8706339598788477,AVG TOPSIS/AVG VIKOR
800,10,0.8479338842975207,DARIA-TOPSIS/DARIA-VIKOR
801,10,-0.3355371900826447,DARIA-TOPSIS/AVG TOPSIS
802,10,0.10192837465564741,DARIA-VIKOR/AVG VIKOR
803,10,0.9118457300275482,AVG TOPSIS/AVG VIKOR
804,30,0.7933617998492949,DARIA-TOPSIS/DARIA-VIKOR
805,30,0.0023179877283002748,DARIA-TOPSIS/AVG TOPSIS
806,30,0.19069934335641747,DARIA-VIKOR/AVG VIKOR
807,30,0.73615127919911,AVG TOPSIS/AVG VIKOR
808,50,0.8536581691500129,DARIA-TOPSIS/DARIA-VIKOR
809,50,0.05220064496386789,DARIA-TOPSIS/AVG TOPSIS
810,50,0.19367276322293625,DARIA-VIKOR/AVG VIKOR
811,50,0.9072570204552409,AVG TOPSIS/AVG VIKOR
812,100,0.8240572968187908,DARIA-TOPSIS/DARIA-VIKOR
813,100,0.17989573214747212,DARIA-TOPSIS/AVG TOPSIS
814,100,0.14383866109383214,DARIA-VIKOR/AVG VIKOR
815,100,0.9059911535708026,AVG TOPSIS/AVG VIKOR
816,200,0.7396340281641369,DARIA-TOPSIS/DARIA-VIKOR
817,200,0.13212963906187203,DARIA-TOPSIS/AVG TOPSIS
818,200,0.2088079888564378,DARIA-VIKOR/AVG VIKOR
